Id,question_id,label
9701,3110,replaced by
9702,3110,Lee Kuan Yew
9703,3110,position held
9704,3110,Prime Minister of Singapore
9705,3111,shape
9706,3111,carrot
9707,3111,played by
9708,3111,Dandelin spheres
9709,3112,rector
9710,3112,Free University of Berlin
9711,3112,craft
9712,3112,university teacher
9713,3113,minimum explosive concentration
9714,3113,tantalum
9715,3113,equals
9716,3113,200
9717,3114,cell component
9718,3114,cytoplasm
9719,3115,airport
9720,3115,airline hub
9721,3115,American Airlines
9722,3116,end time
9723,3116,Ted Stevens
9724,3116,position held
9725,3116,President pro tempore of the United States Senate
9726,3117,primary destinations
9727,3117,Hachinohe
9728,3118,native language
9729,3118,"languages spoken, written or signed"
9730,3118,Lars_Ulrich
9731,3119,start time
9732,3119,Seoul
9733,3119,twinned administrative body
9734,3119,Tokyo
9735,3120,manufacturer
9736,3120,BHP Billiton
9737,3121,platform
9738,3121,Metroid
9739,3122,thermal design power
9740,3122,AMD Ryzen Threadripper 1950X
9741,3122,equals
9742,3122,180
9743,3123,ISO 639-2 code
9744,3123,Vietnamese
9745,3124,sport number
9746,3124,Gareth Bale
9747,3124,member of sports team
9748,3124,Tottenham Hotspur F.C.
9749,3125,end time
9750,3125,start time
9751,3125,{Ingmar Bergman
9752,3125,spouse
9753,3125,Käbi Laretei
9754,3126,human
9755,3126,conflict
9756,3126,Napoleonic Wars
9757,3127,diplomatic relation
9758,3127,United States of America
9759,3127,chief of state
9760,3127,Mswati III
9761,3128,sourcing circumstances
9762,3128,Thales
9763,3128,date of death
9764,3128,-546-1-1
9765,3129,UNESCO language status
9766,3129,Finnish
9767,3130,Saint Louis Art Museum person ID
9768,3130,René Magritte
9769,3131,tagma
9770,3131,'a'
9771,3132,Library of Congress JukeBox ID
9772,3132,Joseph Haydn
9773,3133,symptoms
9774,3133,has cause
9775,3133,Gastroenteritis
9776,3134,discharge
9777,3134,Cherio River
9778,3134,greater than
9779,3134,1.8
9780,3135,split from
9781,3135,historic period
9782,3135,Sword handle-MA 1748
9783,3136,minimal lethal dose
9784,3136,arsenic
9785,3136,greater than
9786,3136,8.0
9787,3137,is in administrative unit
9788,3137,Poipet
9789,3137,longitude
9790,3137,102.567
9791,3138,date of death
9792,3138,date of birth
9793,3138,{Pedro I
9794,3138,child
9795,3138,Pedro II of Brazil
9796,3139,point in time
9797,3139,Richard Owen
9798,3139,award received
9799,3139,Wollaston Medal
9800,3140,etymology
9801,3140,femtometre
9802,3140,works at
9803,3140,Scuola Normale Superiore
9804,3141,collection or exhibition size
9805,3141,Prado National Museum
9806,3142,consecrator
9807,3142,Pimen I of Moscow
9808,3143,point in time
9809,3143,New Mexico
9810,3143,population
9811,3143,1.30289e+06
9812,3144,government organization
9813,3144,parent organization
9814,3144,Purdue University
9815,3145,SRCFB player ID
9816,3145,Mike Ditka
9817,3146,John_McCain
9818,3146,spouse
9819,3146,Cindy McCain
9820,3147,profession's field
9821,3147,depiction of
9822,3147,Grazing Sheeps
9823,3148,died in
9824,3148,Pachacútec
9825,3148,twin city
9826,3148,Kraków
9827,3149,academic major
9828,3149,academic degree
9829,3149,{Larry Page
9830,3149,educated at
9831,3149,Stanford University
9832,3150,series ordinal
9833,3150,John Flamsteed
9834,3150,position held
9835,3150,Astronomer Royal
9836,3151,gold rush
9837,3151,gold
9838,3152,educated at
9839,3152,Franz Kafka
9840,3152,academic degree
9841,3153,literary character
9842,3153,killed by
9843,3153,Jonathan Harker
9844,3153,count
9845,3154,nominated for
9846,3154,award received
9847,3154,FC_Barcelona
9848,3155,market capitalization
9849,3155,JPMorgan Chase
9850,3155,equals
9851,3155,307295000000
9852,3156,human
9853,3156,field of work
9854,3156,Sioux
9855,3157,literate population
9856,3157,Bishnubati
9857,3157,equals
9858,3157,0
9859,3158,school
9860,3158,MIN(students count)
9861,3158,country
9862,3158,Armenia
9863,3159,convicted of
9864,3159,Chopper Read
9865,3160,asteroid
9866,3160,named after
9867,3160,David Bowie
9868,3161,made by
9869,3161,Pinocchio
9870,3161,craft
9871,3161,novelist
9872,3162,forename
9873,3162,Seán O'Casey
9874,3162,is said to be the same as
9875,3162,Jóhannes
9876,3163,inception
9877,3163,Gregorian calendar
9878,3164,family relationship degree
9879,3164,parent
9880,3164,equals
9881,3164,1
9882,3165,history
9883,3165,genre of music
9884,3165,Living Next Door to the God of Love
9885,3166,multinational corporation
9886,3166,MAX(total revenue)
9887,3166,country
9888,3166,Poland
9889,3167,siege artillery
9890,3167,MIN(scale)
9891,3167,instance of
9892,3167,scale model
9893,3168,national association football team
9894,3168,member of sports team
9895,3168,Alan Shearer
9896,3169,disease
9897,3169,health specialty
9898,3169,psychotherapy
9899,3170,CESAR person ID
9900,3170,Pierre Choderlos de Laclos
9901,3171,member of sports team
9902,3171,Michael Laudrup
9903,3171,number of matches played
9904,3172,residence
9905,3172,Haridwar
9906,3173,Manny_Pacquiao
9907,3173,place of birth
9908,3173,Kibawe
9909,3174,Rolling Stone artist ID
9910,3174,blink-182
9911,3175,fabrication method
9912,3175,casting
9913,3176,enterprise
9914,3176,manufacturer
9915,3176,Barbie
9916,3177,country
9917,3177,organizer
9918,3177,Super_Bowl
9919,3178,working life museum
9920,3178,MAX(focal height)
9921,3178,source of energy
9922,3178,electricity
9923,3179,category of associated people
9924,3179,Nógrád County
9925,3180,human
9926,3180,native language
9927,3180,Russian
9928,3181,organization
9929,3181,parent organization
9930,3181,Purdue University
9931,3182,historical region
9932,3182,located on terrain feature
9933,3182,Thessaloniki
9934,3183,has influence
9935,3183,sculptors
9936,3183,Man in Shower in Beverly Hills
9937,3184,contains administrative territorial entity
9938,3184,Norway
9939,3185,science
9940,3185,teuthology
9941,3186,ChemSpider ID
9942,3186,tungsten carbide
9943,3187,The Coptic Library ID
9944,3187,Coptic
9945,3188,Captain_America
9946,3188,creator
9947,3188,Stan Lee
9948,3189,language used
9949,3189,Federated States of Micronesia
9950,3190,sequel of
9951,3190,topic of
9952,3190,history of Baghdad
9953,3191,replaced by
9954,3191,Aga Khan III
9955,3191,position held
9956,3191,Ismaili imam
9957,3192,business enterprise
9958,3192,MAX(assets under management)
9959,3192,headquarters location
9960,3192,Boston
9961,3193,start time
9962,3193,Vincent van Gogh
9963,3193,work location
9964,3193,Paris
9965,3194,spin quantum number
9966,3194,axion
9967,3194,equals
9968,3194,0.0
9969,3195,organization
9970,3195,member of
9971,3195,University of Florida
9972,3196,criterion used
9973,3196,Supernatural
9974,3196,number of seasons
9975,3196,12.0
9976,3197,public office
9977,3197,position held
9978,3197,Moon Jae-in
9979,3198,doll
9980,3198,'t'
9981,3199,decimal currency
9982,3199,applies to jurisdiction
9983,3199,Tuvalu
9984,3199,australian
9985,3200,John_Adams
9986,3200,child
9987,3200,Abigail Adams Smith
9988,3201,chemical compound
9989,3201,medical condition treated
9990,3201,chickenpox
9991,3202,Sharon_Stone
9992,3202,award received
9993,3202,66th Primetime Emmy Awards
9994,3202,Ordre des arts et des lettres
9995,3203,end cause
9996,3203,Anthony Eden
9997,3203,position held
9998,3203,Member of the 38th Parliament of the United Kingdom
9999,3204,headquarters location
10000,3204,chief executive officer
10001,3204,National_Rifle_Association
10002,3205,Vagina
10003,3205,venous drainage
10004,3205,vaginal venous plexus
10005,3206,Sophia_Loren
10006,3206,child
10007,3206,Edoardo Ponti
10008,3206,Carlo Ponti
10009,3207,point in time
10010,3207,Jacques Anquetil
10011,3207,award received
10012,3207,L'Équipe Champion of Champions
10013,3208,characters
10014,3208,appears in
10015,3208,Nastes
10016,3209,start time
10017,3209,John von Neumann
10018,3209,spouse
10019,3209,Klara Dan von Neumann
10020,3210,railway bridge
10021,3210,architect
10022,3210,Isambard Kingdom Brunel
10023,3211,LiveJournal ID
10024,3211,Mikhail Prokhorov
10025,3212,championship
10026,3212,ligue
10027,3213,twin cities
10028,3213,location born
10029,3213,Subh-i-Azal
10030,3214,installed capacity
10031,3214,Jiangxia Tidal Power Station
10032,3214,equals
10033,3214,3.2
10034,3215,borrowing rate
10035,3215,ADAC Credit Card GOLD
10036,3215,equals
10037,3215,12.95
10038,3216,series ordinal
10039,3216,Sgt. Pepper's Lonely Hearts Club Band
10040,3216,tracklist
10041,3216,Within You Without You
10042,3217,point in time
10043,3217,winner
10044,3217,{Ossie Davis
10045,3217,award received
10046,3217,NAACP Image Award – Hall of Fame Award
10047,3218,location
10048,3218,Bombing of Guernica
10049,3219,Academy Awards
10050,3219,nominated for
10051,3219,Jack Lemmon
10052,3220,New Zealand Organisms Register ID
10053,3220,Punica granatum
10054,3221,domain
10055,3221,Scandinavian literature
10056,3221,working on what?
10057,3221,Swedish
10058,3222,academic degree
10059,3222,Gavin McInnes
10060,3222,field of work
10061,3223,force
10062,3223,Emilio Panfido
10063,3223,equals
10064,3223,16.8
10065,3224,paradox
10066,3224,upside
10067,3225,determination method
10068,3225,Saskatchewan
10069,3225,population
10070,3225,1.13264e+06
10071,3226,hat
10072,3226,wears
10073,3226,Jimi Hendrix
10074,3227,maximum size or capacity
10075,3227,Nexus One
10076,3227,equals
10077,3227,512
10078,3228,start time
10079,3228,Milton Babbitt
10080,3228,member of
10081,3228,American Academy of Arts and Letters
10082,3229,mythology
10083,3229,'v'
10084,3230,impounded by
10085,3230,located next to body of water
10086,3230,B-29 Serial No. 45-21847
10087,3231,point in time
10088,3231,Newark
10089,3231,population
10090,3231,246070.0
10091,3232,medical test
10092,3232,tomography
10093,3233,khanate
10094,3233,country
10095,3233,Golden Horde
10096,3234,item operated
10097,3234,mortar
10098,3235,of
10099,3235,Besançon
10100,3235,instance of
10101,3235,capital
10102,3236,ISOCAT id
10103,3236,morpheme
10104,3237,Kvikmyndir person ID
10105,3237,Shonda Rhimes
10106,3238,lowest atmospheric pressure
10107,3238,Typhoon Nalgae
10108,3238,greater than
10109,3238,1111.2
10110,3239,National Historic Trail
10111,3239,country
10112,3239,United States of America
10113,3239,'t'
10114,3240,end cause
10115,3240,Percy Bysshe Shelley
10116,3240,country of citizenship
10117,3240,Kingdom of Great Britain
10118,3241,polyatomic anion
10119,3241,conjugate acid
10120,3241,water
10121,3242,member of
10122,3242,Marx Brothers
10123,3242,is in the state of
10124,3242,Paris
10125,3243,mascot
10126,3243,narwhal
10127,3244,solvent
10128,3244,MAX(Mohs' hardness)
10129,3244,has quality
10130,3244,odorless
10131,3245,human
10132,3245,author
10133,3245,Walden
10134,3246,accused
10135,3246,took part
10136,3246,Homare Sawa
10137,3247,FIFA U-17 World Cup
10138,3247,MAX(number of points/goals/set scored)
10139,3247,statistical leader
10140,3247,Adriano Gerlin da Silva
10141,3248,sports season
10142,3248,participant of
10143,3248,Alan Shearer
10144,3249,Alexa rank
10145,3249,Wikispecies
10146,3249,greater than
10147,3249,200.0
10148,3250,faith
10149,3250,musician
10150,3250,Shatter Me
10151,3251,real gross domestic product growth rate
10152,3251,United States of America
10153,3251,equals
10154,3251,1.6
10155,3252,weapon model
10156,3252,MAX(muzzle velocity)
10157,3252,subclass of
10158,3252,tank gun
10159,3253,works
10160,3253,written by
10161,3253,The Quality of Mercy
10162,3254,merchant vessel
10163,3254,MAX(volume as quantity)
10164,3254,location of final assembly
10165,3254,New Quay
10166,3255,surface
10167,3255,head quarters
10168,3255,South Asian Association for Regional Cooperation
10169,3256,subject of international law
10170,3256,parent organization
10171,3256,International Court of Justice
10172,3257,of jurisdiction
10173,3257,holds position
10174,3257,Jacques Chirac
10175,3258,measured by
10176,3258,quantity
10177,3258,Crab
10178,3259,is the antonym of
10179,3259,hatred
10180,3259,Q48460
10181,3259,177.7
10182,3260,member of
10183,3260,creator
10184,3260,Green_Lantern
10185,3261,SABR ID
10186,3261,Babe Ruth
10187,3262,point in time
10188,3262,Bhutan
10189,3262,inflation rate
10190,3262,14.7
10191,3263,business
10192,3263,member of sports team
10193,3263,Ryan Giggs
10194,3264,point in time
10195,3264,Smita Patil
10196,3264,award received
10197,3264,National Film Award for Best Actress
10198,3265,award received
10199,3265,nominated for
10200,3265,Barbra_Streisand
10201,3266,installed capacity
10202,3266,Itaipu Binacional
10203,3267,has arrondissements
10204,3267,Acre
10205,3267,toponym
10206,3267,Joaquim Francisco de Assis Brasil
10207,3268,impounded by
10208,3268,remake of
10209,3268,Toshka Lakes
10210,3269,"science, that study of"
10211,3269,Indian subcontinent
10212,3269,study of
10213,3269,history of India
10214,3270,active ingredient in
10215,3270,tequila
10216,3271,spouse
10217,3271,Kelsey Grammer
10218,3271,end time
10219,3272,field of this employment
10220,3272,employment
10221,3272,"George Bellew-Bryan, 4th Baron Bellew"
10222,3273,point in time
10223,3273,Lena Horne
10224,3273,award received
10225,3273,Grammy Award for Best Jazz Vocal Album
10226,3274,end time
10227,3274,start time
10228,3274,{Mel Gibson
10229,3274,partner
10230,3274,Oksana Grigorieva
10231,3275,diplomatic relation
10232,3275,Liberia
10233,3276,social movement
10234,3276,yomango
10235,3277,bell tower
10236,3277,'t'
10237,3278,designed to carry
10238,3278,Sciuridae
10239,3279,page(s)
10240,3279,tuberculosis
10241,3280,replaces
10242,3280,Paul Martin
10243,3280,position held
10244,3280,Minister responsible for the Economic Development Agency of Canada for the Regions of Quebec
10245,3281,TV presenter
10246,3281,Culture of South America
10247,3281,codes for
10248,3281,Protein phosphatase 1 catalytic subunit alpha
10249,3282,notable books
10250,3282,written by
10251,3282,Hiveswap
10252,3283,has kid
10253,3283,songwriter
10254,3283,The Gold Rush
10255,3284,Musopen composer ID
10256,3284,Arvo Pärt
10257,3285,female form of label
10258,3285,advocate
10259,3286,label in original language
10260,3286,language of expression
10261,3286,Tite Kubo
10262,3287,date of death
10263,3287,mother
10264,3287,{Charlemagne
10265,3287,child
10266,3287,Charles the Younger
10267,3288,ceramic
10268,3288,culture
10269,3288,Etruschi
10270,3289,energy production
10271,3289,hydropower
10272,3290,academic major
10273,3290,law
10274,3291,type of business entity in the USA
10275,3291,applies to jurisdiction
10276,3291,United States of America
10277,3291,company
10278,3292,wheelchair accessibility
10279,3292,Louvre Museum
10280,3293,biological process
10281,3293,RNA interference
10282,3294,assets under management
10283,3294,Apollo Global Management
10284,3294,equals
10285,3294,247416000000
10286,3295,enterprise
10287,3295,subsidiary
10288,3295,Cathay Pacific
10289,3296,term length of office
10290,3296,United Nations Secretary-General
10291,3297,land-grant university
10292,3297,affiliation
10293,3297,Purdue University system
10294,3297,'p'
10295,3298,start time
10296,3298,"William Wyndham Grenville, 1st Baron Grenville"
10297,3298,position held
10298,3298,Secretary of State for Foreign and Commonwealth Affairs
10299,3299,manner of death
10300,3299,assassination
10301,3300,stratus
10302,3300,fog
10303,3301,employer
10304,3301,spouse
10305,3301,Neil_Gaiman
10306,3302,Rob_Schneider
10307,3302,occupation
10308,3302,author
10309,3302,screenwriter
10310,3303,human
10311,3303,named after
10312,3303,leprosy
10313,3304,employer
10314,3304,William Henry Bragg
10315,3304,start time
10316,3305,between
10317,3305,Battle of Actium
10318,3305,profession
10319,3305,military personnel
10320,3306,Anderson_Silva
10321,3306,sport
10322,3306,taekwondo
10323,3306,judo
10324,3307,focal height
10325,3307,Farfarsgrund
10326,3307,equals
10327,3307,4.0
10328,3308,school attended
10329,3308,Irving Penn
10330,3308,created
10331,3308,1985-0-0
10332,3309,point in time
10333,3309,Norway
10334,3309,number of out of school children
10335,3309,20602.0
10336,3310,linguistic typology
10337,3310,Serbo-Croatian
10338,3311,density
10339,3311,water
10340,3311,equals
10341,3311,0.96862
10342,3312,film producer
10343,3312,predecessor
10344,3312,Stormbringer
10345,3313,food manufacturer
10346,3313,manufacturer
10347,3313,Coca-Cola
10348,3314,powder
10349,3314,MAX(emissivity)
10350,3315,medical speciality
10351,3315,academic field for
10352,3315,blood test
10353,3316,Adrien_Brody
10354,3316,nominated for
10355,3316,Black Reel Award for Best Supporting Actress
10356,3316,Polish Academy Award for Best Actor
10357,3317,Mountain Bike Hall of Fame inductee ID
10358,3317,Anne-Caroline Chausson
10359,3318,point in time
10360,3318,Guatemala
10361,3318,inflation rate
10362,3318,12.3
10363,3319,place of residence
10364,3319,Jimmy Wales
10365,3319,city council
10366,3319,Florida Legislature
10367,3320,has towns
10368,3320,twin town
10369,3320,Salalah
10370,3321,end time
10371,3321,Muhammad Ali Jinnah
10372,3321,position held
10373,3321,President of the Constituent Assembly of Pakistan
10374,3322,musical instrument
10375,3322,record producer
10376,3322,Get Your Gunn
10377,3323,road
10378,3323,connects with
10379,3323,Zagreb
10380,3324,media franchise
10381,3324,zoids
10382,3325,cathedral
10383,3325,Notre-Dame de Chartres
10384,3326,Fidel_Castro
10385,3326,position held
10386,3326,Prime Minister of Italy
10387,3327,stellar rotational velocity
10388,3327,satellite
10389,3327,Draco
10390,3328,historical event
10391,3328,war
10392,3329,start time
10393,3329,place of marriage
10394,3329,{Hank Azaria
10395,3329,spouse
10396,3329,Helen Hunt
10397,3330,floors above ground
10398,3330,Svalbard Global Seed Vault
10399,3330,equals
10400,3330,1
10401,3331,noble title
10402,3331,Charlemagne
10403,3331,follows
10404,3332,song
10405,3332,'w'
10406,3333,disease
10407,3333,symptoms
10408,3333,bipolar disorder
10409,3334,company
10410,3334,chief executive officer
10411,3334,Mark Zuckerberg
10412,3335,holding company
10413,3335,chief executive officer
10414,3335,Warren Buffett
10415,3336,outline of ancient Egypt
10416,3336,follows
10417,3336,Prehistoric Egypt
10418,3336,Predynastic Period of Egypt
10419,3337,human
10420,3337,doctoral advisor
10421,3337,Janet Yellen
10422,3338,said to be the same as
10423,3338,Mary
10424,3339,has quality
10425,3339,stiffness
10426,3340,point in time
10427,3340,North Carolina
10428,3340,population
10429,3340,3.17028e+06
10430,3341,for work
10431,3341,Christopher Nolan
10432,3341,nominated for
10433,3341,Academy Award for Best Director
10434,3342,human
10435,3342,allegiance
10436,3342,Nazi Germany
10437,3343,source of income
10438,3343,subsidy
10439,3344,rector
10440,3344,university attended
10441,3344,Max Marcuse
10442,3345,is child of
10443,3345,has sister
10444,3345,Wanyan Ningji
10445,3346,motion picture studio
10446,3346,part of series
10447,3346,The Stolen Eagle
10448,3347,fusion enthalpy
10449,3347,acetone
10450,3347,equals
10451,3347,4.552
10452,3348,computer network protocol
10453,3348,'w'
10454,3349,number of subscribers
10455,3349,HBO
10456,3350,point in time
10457,3350,prize money
10458,3350,{Aleksandr Solzhenitsyn
10459,3350,award received
10460,3350,Nobel Prize in Literature
10461,3351,anime
10462,3351,film editor
10463,3351,Hayao Miyazaki
10464,3352,start time
10465,3352,Ingrid Thulin
10466,3352,spouse
10467,3352,Harry Schein
10468,3353,empire
10469,3353,country of citizenship
10470,3353,Chandragupta Maurya
10471,3354,streak color
10472,3354,feldspar
10473,3354,label in sign language
10474,3354,Csc-blanc-spreadthesign.ogv
10475,3355,parent taxon
10476,3355,taxon synonym
10477,3355,Almond
10478,3356,Christian name
10479,3356,Jean Rhys
10480,3356,is the same as
10481,3356,Jane
10482,3357,start time
10483,3357,Antonin Scalia
10484,3357,employer
10485,3357,University of Chicago Law School
10486,3358,ISCO work code
10487,3358,work
10488,3358,Daniel Shays
10489,3359,award received
10490,3359,David Foster
10491,3359,point in time
10492,3360,discharge
10493,3360,Paraná
10494,3361,country
10495,3361,Honeycrisp
10496,3361,total produced
10497,3361,3.78504e+08
10498,3362,pharmaceutical product
10499,3362,active ingredient in
10500,3362,oxytocin
10501,3363,fictional universe
10502,3363,from fictional universe
10503,3363,King Arthur
10504,3364,dead language
10505,3364,writing system
10506,3364,Egyptian hieroglyphs
10507,3365,crew member
10508,3365,C-130 Hercules
10509,3366,speaks language
10510,3366,Andrei Tupolev
10511,3366,has grammatical gender
10512,3366,feminine
10513,3367,logarithmic unit
10514,3367,'t'
10515,3368,position held
10516,3368,Barack Obama
10517,3368,elected in
10518,3369,cell type
10519,3369,'r'
10520,3370,die from
10521,3370,Albus Dumbledore
10522,3370,story cycle
10523,3370,Harry Potter universe
10524,3371,motorcycle model
10525,3371,manufacturer
10526,3371,Honda
10527,3372,proved by
10528,3372,Alexander Grothendieck
10529,3373,house
10530,3373,place of birth
10531,3373,Charles Darwin
10532,3374,diplomatic relation
10533,3374,sovereign state
10534,3374,Lake Ontario
10535,3375,comic book series
10536,3375,valentina
10537,3376,nominee for
10538,3376,Andrew Carnegie
10539,3376,prizewinner
10540,3376,Grameen Bank
10541,3377,plays
10542,3377,using
10543,3377,Kilhoù Koz Bro Bagan
10544,3378,subtopic of
10545,3378,fashion
10546,3378,Universal Decimal Classification
10547,3378,391
10548,3379,natural language
10549,3379,MAX(number of speakers)
10550,3379,has grammatical gender
10551,3379,masculine
10552,3380,statement is subject of
10553,3380,Luise Rainer
10554,3380,nominated for
10555,3380,Academy Award for Best Actress
10556,3381,bordered by
10557,3381,Puerto Princesa
10558,3381,human population
10559,3381,31232
10560,3382,discography
10561,3382,filmography
10562,3382,Clint_Eastwood
10563,3383,higher taxon
10564,3383,motif
10565,3383,Fantastic bird-MG 17727
10566,3384,angle from vertical
10567,3384,St. Walfriduskerk
10568,3384,equals
10569,3384,4.18
10570,3385,educated at
10571,3385,Raghuram Rajan
10572,3385,academic degree
10573,3386,comes from
10574,3386,Hole
10575,3386,twin city
10576,3386,Mumbai
10577,3387,galaxy cluster
10578,3387,MAX(flux)
10579,3387,parent astronomical body
10580,3387,Coma Supercluster
10581,3388,president
10582,3388,part of team
10583,3388,Marcos Llorente
10584,3389,main topic
10585,3389,Greek alphabet
10586,3389,cases
10587,3389,accusative case
10588,3390,from time
10589,3390,taxon parent
10590,3390,Java Man
10591,3391,geochronological unit
10592,3391,'s'
10593,3392,state of Germany
10594,3392,MIN(vehicles per capita (1000))
10595,3392,contains administrative territorial entity
10596,3392,ERROR1
10597,3393,Mérimée ID
10598,3393,Eiffel tower
10599,3394,decays to
10600,3394,carbon-14
10601,3395,brother
10602,3395,musician
10603,3395,Duchess
10604,3396,Bashar_al-Assad
10605,3396,religion
10606,3396,Alawi
10607,3397,lyracist
10608,3397,Der Rosenkavalier
10609,3397,Christian name
10610,3397,Hugo
10611,3398,owned by
10612,3398,Zaha Hadid
10613,3398,notable work
10614,3398,Capital Hill Residence
10615,3399,Coca-Cola
10616,3399,country of origin
10617,3399,United States of America
10618,3400,object has role
10619,3400,Sydney
10620,3400,located in the administrative territorial entity
10621,3400,City of Sydney
10622,3401,TGN ID
10623,3401,Penang
10624,3402,start time
10625,3402,Michael Laudrup
10626,3402,member of sports team
10627,3402,Real Madrid C.F.
10628,3403,mineral species
10629,3403,'z'
10630,3404,position held
10631,3404,Radomir Putnik
10632,3404,end time
10633,3405,Lake ID (Sweden)
10634,3405,Vättern
10635,3406,collection
10636,3406,Saint Catherine's Monastery
10637,3407,fusion enthalpy
10638,3407,nitric acid
10639,3407,less than
10640,3407,12.564
10641,3408,Sidney_Crosby
10642,3408,participant of
10643,3408,2014 Winter Olympics
10644,3408,2006 Winter Olympics
10645,3409,drainage basin
10646,3409,Tarim Basin
10647,3410,depiction of
10648,3410,from narrative
10649,3410,Thomas Buddenbrook
10650,3411,content license
10651,3411,published on
10652,3411,Portal
10653,3412,occupation
10654,3412,clergy
10655,3413,unary operation
10656,3413,subderivative
10657,3414,DocCheck Flexikon En ID
10658,3414,diabetes mellitus
10659,3415,head of government
10660,3415,head of state
10661,3415,Maharashtra
10662,3416,position held
10663,3416,Jeremy Corbyn
10664,3416,elected in
10665,3417,sports venue
10666,3417,occupant
10667,3417,Duke University
10668,3418,born in
10669,3418,Abd al-Mu'min
10670,3418,coordinate location
10671,3418,35.013057 -1.747534
10672,3419,spouse
10673,3419,Ingrid Bergman
10674,3419,start time
10675,3420,standard molar entropy
10676,3420,lithium
10677,3420,equals
10678,3420,29.1
10679,3421,hotel
10680,3421,MAX(angle from vertical)
10681,3421,located in the administrative territorial entity
10682,3421,Copenhagen Municipality
10683,3422,Kenneth_Branagh
10684,3422,nominated for
10685,3422,Academy Award for Best Picture
10686,3422,Academy Award for Best Live Action Short Film
10687,3423,forced conversion
10688,3423,follows
10689,3423,Reconquista
10690,3424,start time
10691,3424,Edward the Elder
10692,3424,position held
10693,3424,monarch
10694,3425,upper limit
10695,3425,singleton of 0
10696,3425,greater than
10697,3425,0.0
10698,3426,CERL ID
10699,3426,William Harrison Ainsworth
10700,3427,end time
10701,3427,Sappho
10702,3427,residence
10703,3427,ancient Syracuse
10704,3428,informed by
10705,3428,supervisor
10706,3428,Robert C. Merton
10707,3429,is in the department of
10708,3429,on street
10709,3429,convento de las Clarisas
10710,3430,subtopic of
10711,3430,history of Germany
10712,3430,member of
10713,3430,G20
10714,3431,designed by
10715,3431,Dragon Quest
10716,3432,flammable gas
10717,3432,MAX(solubility)
10718,3433,anatomical structure
10719,3433,'z'
10720,3434,foreign direct investment net outflow
10721,3434,Belarus
10722,3434,less than
10723,3434,348480000.0
10724,3435,vessel
10725,3435,Soyuz
10726,3436,basin country
10727,3436,Arctic Ocean
10728,3437,archives at
10729,3437,founded by
10730,3437,Quakers
10731,3438,died in
10732,3438,Bartolomeo Scappi
10733,3438,border
10734,3438,Gallicano nel Lazio
10735,3439,TV presenter
10736,3439,theme
10737,3439,international versions of Wheel of Fortune
10738,3440,electronegativity
10739,3440,helium
10740,3441,silent film
10741,3441,production designer
10742,3441,D. W. Griffith
10743,3441,birth
10744,3442,number of representatives in an organization/legislature
10745,3442,Cardiff South
10746,3442,equals
10747,3442,1
10748,3443,military academy
10749,3443,'é'
10750,3444,city
10751,3444,patron saint
10752,3444,Paul
10753,3444,rome
10754,3445,polyatomic cation
10755,3445,conjugate base
10756,3445,ammonia
10757,3446,human
10758,3446,member of sports team
10759,3446,Boston Celtics
10760,3447,proposed aircraft
10761,3447,MIN(wing area)
10762,3447,armament
10763,3447,machine gun
10764,3448,has cause
10765,3448,subject has role
10766,3448,Antibody
10767,3449,physical phenomenon
10768,3449,facet of
10769,3449,thermal conductivity
10770,3450,term length of office
10771,3450,President of Russia
10772,3450,equals
10773,3450,6
10774,3451,godparent
10775,3451,François Fénelon
10776,3452,point in time
10777,3452,Alice Munro
10778,3452,award received
10779,3452,Governor General's Award for English-language fiction
10780,3453,sovereign state
10781,3453,MIN(GDP (PPP))
10782,3453,member of
10783,3453,"United Nations Educational, Scientific and Cultural Organization"
10784,3454,talk show
10785,3454,producer
10786,3454,Ellen DeGeneres
10787,3455,as of
10788,3455,took part
10789,3455,Ralf Schumann
10790,3456,flexural modulus
10791,3456,polyamid 66 - 30% glass fiber reinforced
10792,3456,equals
10793,3456,9.5
10794,3457,for work
10795,3457,David McCullough
10796,3457,award received
10797,3457,Pulitzer Prize for Biography or Autobiography
10798,3458,film
10799,3458,cast member
10800,3458,Paul Rudd
10801,3459,point in time
10802,3459,Cesare Lombroso
10803,3459,nominated for
10804,3459,Nobel Prize in Physiology or Medicine
10805,3460,follows
10806,3460,followed by
10807,3460,{Berengar I of Italy
10808,3460,noble title
10809,3460,monarch of Italy
10810,3461,position held
10811,3461,Moon Jae-in
10812,3461,elected in
10813,3462,drug used for treatment
10814,3462,calcium chloride
10815,3463,date of death
10816,3463,date of birth
10817,3463,{Charlemagne
10818,3463,child
10819,3463,Rotrude
10820,3464,is in the arrondissement of
10821,3464,Csongrád County
10822,3464,Human Development Index
10823,3464,0.825
10824,3465,point in time
10825,3465,prize money
10826,3465,{Ernest Rutherford
10827,3465,award received
10828,3465,Nobel Prize in Chemistry
10829,3466,war
10830,3466,wars
10831,3467,dual to
10832,3467,120-cell
10833,3467,has vertex figure
10834,3467,icosahedron
10835,3468,military branch
10836,3468,James Stewart
10837,3469,character role
10838,3469,Who Framed Roger Rabbit
10839,3469,voice actor
10840,3469,Richard Williams
10841,3470,language of the name
10842,3470,All Quiet on the Western Front
10843,3470,abbreviation
10844,3470,німецька
10845,3471,is in the town of
10846,3471,Sanctuary of Our Lady of Lourdes
